,X995.1992,X1004.5175,X1168.5204,X1170.3841,X1172.2477,X1174.1114,X1175.9751,X1619.5283,X1623.2556,X1630.7103,X1686.6204,X1688.484,X1690.3477,X1692.2114,X1694.075,X1695.9387,X1697.8024,X1699.6661,X1701.5297,X1703.3934,X1705.2571,X1707.1207,X1708.9844,X1710.8481,X1712.7117,X1714.5754,X3363.9224,X3367.6497,X3375.1044,X3376.9681,X3397.4684,X3410.5141,X3412.3778,X3423.5598,X3434.7418,X3984.5241
27,0.30505,0.301408,0.037689,0.035668,0.033885000000000005,0.032483,0.031363,0.040678,0.041827,0.042891000000000006,0.02665,0.026405,0.025503,0.024248,0.024227,0.024458,0.022117,0.022962,0.021955,0.021126,0.021834,0.020538,0.020427,0.020203,0.020018,0.020303,0.052877,0.051506,0.048553,0.049147,0.047808,0.046695,0.046278,0.044116,0.043889,0.016768
28,0.238059,0.23519,0.06983099999999999,0.06652000000000001,0.06376,0.061476,0.059703999999999986,0.063568,0.065346,0.066999,0.041998,0.039509,0.038261,0.036601,0.034956,0.035413,0.034838,0.033681,0.034334,0.031905,0.031615,0.031051,0.029501,0.028885,0.028129,0.028234,0.077348,0.07737000000000001,0.07446599999999999,0.074071,0.071158,0.068498,0.066457,0.067116,0.062662,0.024322
29,0.239347,0.238586,0.025599,0.024209,0.023346,0.022453,0.021559,0.027868,0.029555,0.029583,0.018251,0.018136000000000003,0.018032,0.017491999999999997,0.017374,0.017483000000000002,0.016056,0.016564,0.015493,0.014641,0.015505,0.01488,0.014651,0.014552,0.014574,0.014728,0.034743,0.033983,0.033513,0.034316,0.033029,0.033178,0.033325,0.030543,0.028585000000000006,0.015041999999999996
30,0.173574,0.17384000000000002,0.051565,0.049533,0.04748,0.04544,0.043661,0.048145,0.04691,0.04616,0.027171,0.026357,0.025732,0.025166,0.024244,0.023369,0.022887,0.022159,0.022826,0.023195,0.023196,0.023594,0.023167,0.022872,0.022378,0.021838,0.051033,0.048821,0.05015,0.05124,0.043793,0.041991,0.040652,0.039281,0.03604,0.015674
31,0.076902,0.076573,0.021721,0.020746,0.01972,0.018753,0.017878,0.023764,0.023573,0.021695,0.01304,0.012907,0.01264,0.011954,0.011797,0.011842,0.011724,0.01166,0.011941,0.011596,0.011721,0.011979,0.011676,0.011422,0.011281,0.011352,0.027768,0.027512,0.027059,0.028379,0.027562,0.025068,0.023314,0.023015,0.023489,0.010465
32,0.281012,0.272854,0.06424400000000001,0.059816,0.056246,0.053375,0.050861,0.060799,0.062626,0.061524,0.04432,0.04379,0.043344,0.042455,0.042487,0.042932,0.042505,0.043499,0.043495,0.042549,0.043681,0.04406,0.043458,0.043411,0.043123,0.043122,0.105101,0.10302,0.100215,0.10072,0.096295,0.090872,0.090084,0.089008,0.08076599999999999,0.041835
33,0.332243,0.327486,0.053699,0.050742,0.048123,0.046018,0.044372,0.058101,0.05849500000000001,0.059094000000000015,0.038724,0.037739,0.037115,0.035836,0.034966000000000004,0.034791,0.034389,0.034722,0.035372,0.03441,0.034192,0.03487,0.034992,0.034575,0.03395,0.033669,0.071335,0.068482,0.069954,0.068848,0.064061,0.059199,0.059911,0.05683,0.051755,0.030932
34,0.149647,0.148011,0.049234,0.046997,0.045011,0.043522000000000005,0.042343,0.041086,0.042825,0.043152,0.028182,0.026481,0.025710000000000004,0.024507,0.023478,0.023955,0.022992,0.022112,0.022833000000000003,0.021277,0.02091,0.020624,0.019663,0.019052,0.01856,0.018713,0.048106,0.047248000000000005,0.045163,0.045749,0.042974,0.043163,0.043851,0.039795,0.038702,0.014277
35,0.152687,0.154185,0.043118,0.041131,0.038915,0.036601,0.034476,0.043514,0.043588,0.041281,0.023612,0.023709,0.02362,0.022913,0.02253,0.022378,0.022072,0.021599,0.021259,0.021319,0.021466,0.021571,0.02166,0.02157,0.021318,0.021276,0.052539,0.052882000000000005,0.052173,0.052929,0.047462,0.043538,0.043003,0.043737,0.03656,0.017684000000000002
36,0.195351,0.191838,0.056493,0.053714,0.051414,0.049521,0.048039,0.050115,0.051241,0.052593,0.034352999999999995,0.033574,0.032746,0.031744,0.030537,0.029307,0.028592000000000006,0.028873000000000006,0.030032,0.030192,0.030374,0.030969,0.030691000000000006,0.030031,0.029011,0.027766,0.052402,0.048781,0.052028,0.052048,0.047556,0.044798,0.044717,0.042715,0.039871,0.016656
37,0.105787,0.104136,0.027992000000000003,0.026593,0.025464,0.024597,0.023999,0.029411,0.029110000000000007,0.028735000000000007,0.019842,0.019361,0.019347,0.019207,0.018736000000000003,0.01828,0.017830000000000002,0.017727,0.018638,0.018787,0.018589,0.018836,0.01871,0.018228,0.017735,0.017215,0.031408,0.031266,0.031021,0.030589,0.030643,0.027108,0.02505,0.027092,0.026587,0.016207
38,0.222112,0.215732,0.059865,0.056683,0.05399,0.051737,0.049996,0.0656,0.06795,0.070707,0.046914,0.045186,0.04398,0.042593,0.041043,0.04042,0.039811,0.039637,0.040727,0.039191,0.038583,0.039099,0.038426,0.03772,0.037245,0.036993,0.08451900000000001,0.08345,0.08077100000000001,0.08132400000000001,0.075973,0.07349,0.07168200000000001,0.06961,0.06786299999999999,0.028132
39,0.235117,0.230475,0.056553,0.053071000000000014,0.050008,0.047566,0.045655,0.046165,0.047354,0.046622,0.035088999999999995,0.033693,0.033272,0.032576,0.032099,0.032358,0.031901,0.032155,0.033584,0.032755,0.032921,0.033869,0.03352,0.032832,0.03209,0.031874,0.069155,0.070487,0.068133,0.07016900000000001,0.065038,0.05999400000000001,0.060625,0.05975800000000001,0.053864,0.028622
40,0.249966,0.247804,0.047142,0.045106,0.043251,0.041855,0.040841,0.042972,0.043548,0.045073,0.027911,0.026988,0.025966000000000003,0.024717,0.023255,0.022583,0.022517,0.021953,0.022146,0.021762,0.021481,0.021361,0.020884,0.020372,0.019873,0.019677,0.043856,0.043388,0.04272,0.041363,0.039077,0.039763,0.038767,0.035653,0.036362,0.015879
41,0.141458,0.140653,0.041753,0.039902,0.038435,0.037203,0.036155,0.03938,0.039607,0.038992,0.025313,0.024227,0.023626,0.023104,0.022494,0.022024,0.021847,0.021856,0.02221,0.021578,0.021451,0.021618,0.020958,0.020674,0.020159,0.019725,0.04073,0.041234,0.039404,0.039329,0.037359,0.035549000000000004,0.034294,0.03656,0.033535,0.019098
42,0.142428,0.140783,0.039524,0.03757,0.035885,0.034448,0.033339999999999995,0.041663,0.042329000000000006,0.043045,0.029468,0.028981,0.028369,0.027479000000000003,0.026715,0.026228,0.025979,0.02629,0.026727,0.026183,0.026291,0.026687,0.026586,0.026415,0.026038,0.025689,0.046836,0.047712,0.046142,0.04596,0.043503,0.042115,0.04205,0.03876,0.036426,0.019273
43,0.193288,0.190134,0.048095,0.045071,0.042603,0.040827,0.039347,0.040122000000000005,0.040617,0.039992,0.030163,0.029437,0.02935,0.028689,0.028439,0.02877,0.028182,0.028488,0.029428,0.028474,0.028697000000000007,0.029309,0.029159,0.028944,0.028637,0.028951,0.06300399999999999,0.062434,0.06103400000000001,0.058783,0.054176,0.053894,0.052385,0.051168,0.049439,0.027439
44,0.15054800000000002,0.14912999999999998,0.045792,0.043828,0.042151,0.040969,0.040146,0.042235,0.042357,0.043851,0.026907,0.026274,0.025817000000000003,0.024802,0.023961,0.023652,0.023097,0.022803,0.022876,0.021928,0.021586,0.021730000000000003,0.021306,0.020649,0.020071,0.020181,0.044237,0.043651,0.045144,0.043615,0.040691000000000005,0.041848,0.040309,0.034875,0.036863,0.015442
45,0.226888,0.225153,0.079959,0.077431,0.07500599999999999,0.072533,0.070156,0.089436,0.091424,0.088961,0.0546,0.052954,0.052374,0.050979,0.050082,0.050733,0.050011,0.050805,0.052775,0.051922,0.053778,0.055265,0.0551,0.05488,0.054001,0.053125,0.088435,0.087261,0.08505700000000001,0.0854,0.080109,0.073862,0.073033,0.070494,0.067493,0.026648
46,0.12288,0.121884,0.035161000000000005,0.033727,0.032463,0.03144,0.0305,0.030691000000000006,0.032402,0.03167,0.019947,0.020317,0.019745,0.019028,0.019575,0.01948,0.018073,0.019179,0.017848,0.017571,0.018404,0.017516999999999998,0.017482,0.017490000000000002,0.017575999999999998,0.018054,0.034842000000000005,0.033826,0.03249,0.032097,0.031107,0.030011000000000006,0.029764,0.027209,0.027528,0.01493
47,0.106013,0.10570999999999997,0.031074,0.029746,0.02855,0.027523,0.026641,0.034061,0.033484,0.032027999999999994,0.021068,0.020738,0.020302,0.019941,0.019658,0.019517,0.019443,0.019557,0.019823,0.019239,0.018938,0.018995,0.018719,0.018368,0.018255,0.018371,0.038455,0.038544,0.037749,0.036656,0.035119,0.034443,0.034102,0.029842,0.03037,0.016258
48,0.233572,0.229246,0.068477,0.065443,0.062627,0.059702,0.05725,0.06865299999999999,0.070906,0.068853,0.045531,0.043682,0.043221,0.042163,0.041545,0.042523000000000005,0.042078,0.042436,0.044071,0.042569,0.043781,0.045141,0.044827,0.044619,0.043922,0.043741,0.090127,0.088309,0.088956,0.087328,0.079842,0.077489,0.077642,0.071509,0.067204,0.024531
49,0.312974,0.310975,0.062084,0.05975800000000001,0.057577,0.055812,0.054421,0.056164,0.05704500000000001,0.057557,0.036118,0.034583,0.033453,0.032206,0.031109,0.030816000000000007,0.030268,0.029686,0.029665,0.029283,0.029252,0.029262,0.028699,0.028196,0.027724,0.027402,0.066295,0.066436,0.066304,0.065227,0.063238,0.060797,0.05911900000000001,0.055514,0.053998,0.027627
50,0.089288,0.089478,0.02092,0.020073,0.019223,0.018561,0.018144,0.018548,0.019267,0.019116,0.012129,0.011573,0.011538,0.0111,0.010458,0.009949,0.010073,0.010604,0.010315,0.00987,0.010169,0.010254,0.010019,0.009737,0.009544,0.009684,0.02162,0.021425,0.020843,0.020525,0.022283,0.020845,0.021411000000000003,0.020704,0.018206,0.010304
51,0.075374,0.07488600000000001,0.023115,0.021916,0.020945,0.020019,0.019253,0.018368,0.019287,0.019097,0.012408,0.012538,0.012587,0.011994,0.012005,0.012337,0.012013,0.011979,0.011864,0.011421,0.011644,0.011561,0.011396,0.011532,0.011795,0.012048,0.025286000000000003,0.025173,0.024202,0.025437,0.023578,0.022703,0.0226,0.021278,0.021354,0.00892
52,0.304793,0.30285,0.083712,0.079794,0.076177,0.072866,0.07021799999999999,0.065354,0.066299,0.06669299999999999,0.044505,0.042905,0.042157,0.040954,0.040101,0.040561,0.040310000000000006,0.039981,0.041088,0.040677,0.041624,0.042509,0.042119,0.041742,0.041047,0.040492,0.092778,0.090745,0.090246,0.088659,0.08465,0.080833,0.079663,0.07525599999999999,0.071261,0.027574
53,0.180853,0.180293,0.056189,0.054269000000000005,0.052557000000000006,0.050977,0.049476,0.045713,0.046212,0.045877,0.030428,0.028576,0.027598,0.026812,0.025519,0.025416,0.02592,0.025316,0.026301,0.025361,0.024862,0.025379,0.024638,0.024031,0.02348,0.023161,0.050960000000000005,0.051695000000000005,0.050046,0.050985,0.047947,0.043584,0.04465,0.044096,0.040301,0.01814
54,0.194139,0.19246,0.056641,0.054166,0.052120000000000014,0.050469,0.049125,0.05387,0.053804,0.054613,0.034392,0.033137,0.032510000000000004,0.031937,0.03134,0.030748,0.029766,0.029452,0.02864,0.028643,0.028516000000000007,0.028189,0.027714,0.027281,0.027132,0.027099,0.060686,0.06050700000000001,0.059373,0.059075,0.056431,0.054174,0.054468,0.050742,0.050354,0.025362
55,0.154203,0.152768,0.047675,0.045512,0.043746,0.042445,0.041449,0.040855,0.042375,0.043128,0.027969,0.026348000000000003,0.025313,0.024045,0.022997,0.023276,0.022702,0.022047,0.022657,0.021304,0.02122,0.021175,0.020194,0.01952,0.018921,0.018997,0.047646,0.047538,0.046938,0.045672,0.043936,0.04242,0.042448,0.040533,0.039546,0.016901
56,0.166178,0.16336099999999998,0.042328,0.039113,0.0364,0.034149,0.032363,0.033568,0.033456,0.033871,0.025727,0.024899,0.024144,0.023562,0.023311,0.023908,0.023524,0.023238,0.024518,0.02356,0.023406,0.023797,0.023549,0.023205,0.022906,0.023049,0.066143,0.066353,0.06362999999999999,0.062476,0.062237,0.056834,0.05705900000000001,0.056254,0.053425,0.020653
57,0.178535,0.175513,0.041541,0.038484,0.035989,0.034148000000000005,0.032681,0.038532,0.038477,0.038913,0.029475,0.028566,0.028179000000000006,0.027648,0.027022000000000004,0.027744,0.027631,0.027381,0.02828,0.027371,0.0277,0.02802,0.02754,0.027405,0.027304,0.027768,0.053741,0.053691,0.052006,0.052645,0.05003,0.046899,0.046816,0.044287,0.044697,0.023763
58,0.20741,0.203854,0.055176,0.052529999999999986,0.050047,0.047827,0.045917,0.056787,0.057775,0.055064,0.037691,0.036812,0.036561,0.035749,0.035268,0.035759,0.035792000000000004,0.036564,0.037997,0.037474,0.038494,0.039614,0.039064,0.038569,0.038,0.037365,0.074562,0.075478,0.07266900000000001,0.071719,0.06662799999999999,0.062737,0.063843,0.061889,0.056189,0.031057
59,0.134849,0.13431700000000002,0.042062,0.040638,0.039159,0.037874,0.036869,0.034597,0.03513,0.035291,0.021981,0.021708,0.021368,0.020889,0.020629,0.020317,0.019498,0.019057,0.018561,0.018431,0.018608,0.018642,0.018316,0.018402,0.018356,0.018187,0.034966000000000004,0.035819,0.036303,0.036694,0.033658,0.031162,0.03142,0.028948,0.026697,0.011175
0,0.144235,0.138509,0.06918099999999999,0.069781,0.069466,0.066075,0.060283,0.03825,0.040471,0.040183,0.042555,0.044288,0.047416,0.050386,0.053823,0.058692,0.061211,0.059991,0.059284,0.056397,0.053645000000000005,0.048384,0.044382,0.041594,0.038858,0.037529,0.045860000000000005,0.041651,0.046161,0.044395,0.040805,0.041529,0.040027,0.038533,0.038513,0.01725
1,0.231783,0.221417,0.120928,0.123468,0.123441,0.117669,0.107506,0.061524,0.06253500000000001,0.061812,0.077176,0.079358,0.0853,0.090347,0.096423,0.10696,0.115902,0.11756,0.116415,0.108752,0.098993,0.086991,0.078951,0.073011,0.06922400000000001,0.066732,0.064748,0.06273300000000001,0.061536,0.061065,0.058178,0.055457000000000006,0.054386,0.053528999999999986,0.053487,0.028519
2,0.206034,0.19553,0.109937,0.11153,0.110903,0.10558499999999997,0.096715,0.052089,0.053236,0.055842,0.07104500000000001,0.071737,0.076764,0.08054800000000001,0.085563,0.096234,0.104426,0.1056,0.105363,0.097648,0.089461,0.078783,0.070768,0.065165,0.061476,0.059735,0.06094400000000001,0.060884,0.059094000000000015,0.058312,0.054007000000000006,0.053877,0.054135,0.053513,0.049896,0.021633000000000003
3,0.179812,0.172017,0.10306300000000003,0.105035,0.105018,0.100495,0.092349,0.045814,0.046174,0.046755,0.06172,0.061852,0.066276,0.070154,0.074324,0.083099,0.090571,0.092239,0.092873,0.086359,0.079337,0.070163,0.062641,0.057235,0.053513,0.051609,0.048046,0.048545,0.047296,0.047549,0.041811,0.040583,0.041899,0.039619,0.041528,0.017478999999999998
4,0.21483,0.204761,0.113526,0.115047,0.113998,0.107758,0.097682,0.055679,0.055936,0.056789,0.074706,0.075531,0.080714,0.084798,0.08888099999999999,0.097906,0.105833,0.106282,0.106628,0.09956,0.09055,0.08043600000000001,0.073011,0.067596,0.063821,0.061488,0.065354,0.06604199999999999,0.065006,0.065194,0.061037,0.058643,0.058383,0.056833,0.05095,0.028453
5,0.193013,0.185156,0.099212,0.09986,0.098857,0.093987,0.08645,0.048645,0.049406,0.051815,0.060343,0.061232,0.064947,0.067994,0.070754,0.076697,0.082459,0.082024,0.08186399999999999,0.077032,0.06951,0.061616,0.056189,0.051949,0.049065,0.047015,0.053671,0.053027,0.053073,0.05311,0.049221,0.046359,0.045976,0.046585,0.045029,0.022711
6,0.133184,0.12671300000000002,0.079914,0.081665,0.081622,0.077642,0.07053,0.036059,0.0364,0.037003,0.048536,0.050451,0.054629,0.05818,0.061802,0.068204,0.074155,0.074862,0.074448,0.070109,0.063388,0.055306,0.050195,0.046321,0.043696,0.042278,0.042121,0.043411,0.042015,0.042597,0.038493,0.036881,0.035925,0.036536,0.036309,0.018365
