"","X730.5582","X732.4219","X734.2856","X736.1492","X738.0129","X739.8766","X741.7402","X743.6039","X745.4676","X747.3312","X749.1949","X751.0586","X752.9222","X754.7859","X756.6496","X758.5132","X760.3769","X762.2406","X764.1043","X765.9679","X767.8316","X769.6953","X771.5589","X773.4226","X775.2863","X777.1499","X779.0136","X818.1507","X820.0143","X829.3327","X831.1963","X833.06","X836.7873","X838.651","X840.5147","X842.3784","X844.242","X846.1057","X847.9694","X849.833","X851.6967","X853.5604","X855.424","X920.6524","X922.5161","X924.3798","X926.2435","X928.1071","X929.9708","X931.8345","X933.6981","X944.8801","X948.6075","X1092.11","X1093.9737","X1539.3905","X1600.8916","X1602.7553","X1604.6189","X1608.3463","X1610.2099","X1612.0736","X1613.9373"
"21","0.154926","0.15448199999999998","0.15447","0.15623299999999998","0.157462","0.157445","0.15801600000000002","0.159993","0.160972","0.161666","0.161412","0.15873800000000002","0.15742799999999998","0.157364","0.15748299999999998","0.157529","0.156833","0.15649200000000002","0.155728","0.153935","0.152554","0.15213800000000002","0.151223","0.149443","0.147857","0.14646099999999998","0.14318499999999998","0.08766499999999999","0.087616","0.08807000000000001","0.089176","0.09013","0.089672","0.089255","0.089619","0.09011","0.09075","0.091937","0.093147","0.093904","0.094039","0.094026","0.094471","0.123679","0.123063","0.120471","0.118007","0.117639","0.118574","0.119841","0.121256","0.126678","0.127251","0.182433","0.180203","0.043827","0.046823","0.047351","0.047634","0.049147","0.050024","0.049846","0.050145"
"22","0.123125","0.12323599999999997","0.123132","0.12375","0.12446","0.124846","0.12648199999999998","0.12878499999999998","0.128557","0.128547","0.130199","0.129269","0.127807","0.128299","0.129663","0.13046","0.129485","0.128005","0.12743","0.1269","0.12592","0.1248","0.123857","0.122731","0.121076","0.119687","0.117127","0.070163","0.070145","0.072487","0.073401","0.074767","0.074766","0.074892","0.075116","0.075558","0.07613400000000001","0.076693","0.077639","0.078547","0.07928500000000001","0.080151","0.080847","0.102728","0.102909","0.10187","0.100799","0.101145","0.102213","0.103362","0.104255","0.107346","0.10975","0.147077","0.144703","0.028309","0.037184","0.037389","0.03727","0.037288","0.03782","0.037731","0.037374"
"23","0.12626500000000002","0.126721","0.12774100000000002","0.128529","0.127261","0.12720399999999998","0.129369","0.130972","0.131679","0.132545","0.13194","0.129354","0.128151","0.12906900000000002","0.129753","0.128951","0.127167","0.126449","0.12624100000000002","0.125154","0.124977","0.125192","0.124468","0.123116","0.122021","0.120955","0.117482","0.065603","0.065217","0.066856","0.06726900000000001","0.068218","0.06793300000000001","0.067748","0.06853","0.06908500000000001","0.069702","0.070572","0.071498","0.07206900000000001","0.07221799999999999","0.07259700000000001","0.073192","0.093588","0.092616","0.090075","0.088076","0.087799","0.088757","0.09019","0.091765","0.095933","0.095567","0.148975","0.146329","0.036904","0.041294","0.041637","0.041983","0.043128","0.04373","0.043785","0.043605"
"24","0.14114200000000002","0.142256","0.14356300000000002","0.14459","0.144342","0.14413900000000002","0.146329","0.149757","0.150619","0.150222","0.149697","0.146636","0.143717","0.14365999999999998","0.144557","0.144603","0.144192","0.14345","0.142376","0.14214000000000002","0.141758","0.14122300000000002","0.141274","0.140834","0.140484","0.139536","0.136041","0.069111","0.06879600000000001","0.069237","0.069855","0.07070499999999999","0.070025","0.069131","0.068901","0.06951","0.070789","0.07247200000000001","0.07416","0.07499299999999999","0.074764","0.074556","0.07470800000000001","0.099695","0.097706","0.093178","0.08908200000000001","0.08806900000000001","0.088961","0.090621","0.092778","0.101276","0.099657","0.174822","0.173894","0.032098","0.04406","0.044068","0.044035000000000005","0.044197","0.044606","0.044306","0.044034"
"25","0.13761700000000002","0.138799","0.14038599999999998","0.141236","0.141426","0.141931","0.143779","0.147146","0.148734","0.147732","0.145538","0.141655","0.139033","0.13885899999999998","0.139121","0.139611","0.139228","0.138326","0.138149","0.137575","0.136773","0.136458","0.135762","0.13455","0.13354100000000002","0.132404","0.128716","0.061468","0.061051","0.061495000000000015","0.061541999999999986","0.06240900000000001","0.061104999999999986","0.06019500000000001","0.060417","0.061098","0.061749","0.062748","0.064206","0.064925","0.06514099999999999","0.065151","0.065232","0.087096","0.085388","0.08110099999999999","0.07724299999999999","0.076376","0.077405","0.079337","0.081607","0.08871699999999999","0.087479","0.167237","0.165616","0.028396","0.037598","0.037601","0.037408","0.037772","0.038361","0.038136","0.037538"
"26","0.157735","0.159383","0.161442","0.163704","0.163909","0.163865","0.165966","0.169319","0.17087","0.17131500000000002","0.170852","0.16710899999999998","0.163705","0.163437","0.164007","0.164241","0.163857","0.163124","0.1623","0.161564","0.16086","0.159804","0.158933","0.158338","0.157613","0.155781","0.15145999999999998","0.07675499999999999","0.076029","0.07646","0.07681900000000001","0.07731299999999999","0.07552400000000001","0.075052","0.074959","0.074744","0.07518","0.07559400000000001","0.07624600000000001","0.077283","0.077985","0.079109","0.080331","0.101367","0.100748","0.098321","0.096319","0.096408","0.097486","0.099385","0.101505","0.107794","0.10863699999999997","0.197922","0.195729","0.036985","0.047549","0.047529","0.047285","0.047808","0.048007","0.047778","0.047412"
"27","0.103043","0.104698","0.106009","0.108147","0.109915","0.111077","0.112879","0.115715","0.117682","0.11883","0.118412","0.114894","0.112557","0.112959","0.113961","0.114179","0.113863","0.113966","0.113611","0.112647","0.11187","0.110704","0.110019","0.109989","0.10908","0.108006","0.104741","0.037545","0.037294","0.039357","0.040259","0.041685","0.040612","0.040333","0.040909","0.041923","0.042710000000000005","0.043882","0.045746","0.047269","0.048346","0.049013","0.049983","0.096234","0.095421","0.092554","0.090017","0.090016","0.09167","0.0942","0.096886","0.106208","0.106985","0.213366","0.209743","0.026185000000000003","0.014169","0.01305","0.011864","0.01064","0.010026","0.009351","0.008447"
"28","0.153996","0.154901","0.155979","0.15755999999999998","0.15797","0.157694","0.15918800000000002","0.16134500000000002","0.16278","0.163445","0.162189","0.159684","0.158694","0.158599","0.158441","0.158067","0.157975","0.157664","0.156642","0.15543900000000002","0.154326","0.15333","0.15221800000000002","0.15062","0.14915699999999998","0.14740899999999998","0.143824","0.082348","0.082163","0.084884","0.085511","0.086268","0.085888","0.085625","0.086118","0.087234","0.088162","0.089629","0.091544","0.092556","0.092465","0.092199","0.092894","0.121603","0.120705","0.117466","0.114417","0.114004","0.115014","0.116671","0.118831","0.125047","0.124798","0.184532","0.182295","0.043809","0.051199","0.051601","0.051852","0.052336","0.05289","0.052714","0.052866"
"29","0.072034","0.07253899999999999","0.072315","0.0729","0.07304","0.07233400000000001","0.07319500000000001","0.07508300000000001","0.075806","0.07585499999999999","0.075649","0.075209","0.075132","0.075205","0.07574700000000001","0.075978","0.075045","0.073787","0.07344500000000001","0.07332000000000001","0.072884","0.07268","0.07249","0.07162400000000001","0.070257","0.069861","0.06880599999999999","0.040502","0.040719","0.04153","0.042037","0.04254","0.042984","0.043289","0.043226","0.043348000000000005","0.043829","0.043848000000000005","0.044274","0.045008","0.045145","0.045538","0.046204","0.058237","0.058444","0.057583","0.056794","0.056952","0.0575","0.058345000000000015","0.059139","0.060317","0.061505","0.08476900000000001","0.083316","0.017190999999999998","0.022081","0.022085","0.021835","0.022027","0.022418","0.022629","0.022273"
"30","0.159789","0.160736","0.162644","0.164645","0.165332","0.16633499999999998","0.167482","0.16908900000000002","0.17039300000000002","0.170979","0.16945","0.166178","0.164656","0.164785","0.165114","0.164295","0.162872","0.162127","0.162072","0.16139","0.160301","0.15959600000000002","0.158727","0.157078","0.155118","0.15351800000000002","0.149975","0.07864700000000001","0.07746","0.07683200000000001","0.077195","0.078361","0.07675900000000001","0.075636","0.075353","0.075679","0.076312","0.07677","0.077266","0.07774","0.078485","0.07946900000000001","0.08028099999999999","0.10599","0.105579","0.103764","0.10192","0.102295","0.104187","0.106602","0.109013","0.117252","0.119072","0.21375","0.210734","0.038974","0.043653","0.043662","0.043711","0.044437","0.045063","0.045103","0.044933"
"31","0.016381","0.017328","0.017721999999999998","0.017866","0.017863999999999998","0.017962","0.018091","0.017656","0.017294999999999998","0.017674000000000002","0.017869","0.017199000000000002","0.017427","0.017993000000000002","0.018257","0.018366","0.017932","0.017734","0.017653","0.017723","0.018204","0.018591","0.018572","0.017947","0.017719","0.017988","0.017654","0.012799","0.012414","0.012904","0.012781","0.012872","0.013203","0.013578","0.013652","0.013683","0.013667","0.013921","0.014431","0.014451","0.014325","0.014519","0.014806","0.020611","0.020716","0.020451","0.020421","0.020665","0.020978","0.02138","0.0217","0.023595","0.023707","0.019851","0.019678","0.004904","0.00535","0.005456","0.005465","0.005363000000000001","0.005573","0.005365999999999999","0.005291"
"32","0.060908","0.061066","0.062022","0.06172100000000001","0.059999","0.059813","0.060623","0.061304","0.061964","0.062218","0.062219","0.061297","0.06083","0.060591","0.06051","0.06081","0.059631","0.059308000000000013","0.05994","0.059152","0.058404","0.058381","0.058822","0.05869700000000001","0.057678","0.057062","0.055909","0.036569","0.036719","0.037156","0.037511","0.038305","0.037601","0.037748","0.038249","0.038664","0.039039","0.039547000000000006","0.040221","0.040872000000000006","0.04091","0.040438","0.040218","0.051992","0.050744","0.048473","0.046946","0.046396","0.046734","0.047494","0.048218","0.051241","0.050162","0.069867","0.069522","0.017127","0.023073","0.023304","0.023133","0.023189","0.023392","0.023154","0.022767"
"33","0.084886","0.084716","0.083165","0.083104","0.084475","0.08427799999999999","0.084006","0.084735","0.084484","0.084466","0.084755","0.08465","0.084155","0.083766","0.08430599999999999","0.084128","0.08307","0.082276","0.08236","0.08256799999999999","0.08213","0.08190700000000001","0.081945","0.08215900000000001","0.081414","0.08022699999999999","0.079511","0.050492","0.050022","0.051187","0.051555","0.051670000000000015","0.051795000000000015","0.052077","0.052174","0.052660000000000005","0.053345","0.054314","0.055689","0.056289","0.056036","0.055554999999999986","0.05523","0.072538","0.07109","0.06830599999999999","0.06592","0.065086","0.065263","0.066098","0.06717000000000001","0.071926","0.070796","0.101541","0.101129","0.026823000000000003","0.033591","0.033781","0.033687","0.034016000000000005","0.033908999999999995","0.033726","0.033845"
"34","0.114715","0.114643","0.113993","0.114841","0.115316","0.114952","0.116323","0.11772","0.117832","0.117832","0.118034","0.117175","0.115969","0.115933","0.116899","0.11766","0.117558","0.116893","0.11581099999999997","0.114809","0.114154","0.113297","0.112814","0.112548","0.112137","0.112133","0.110559","0.078317","0.07869","0.07985700000000001","0.080823","0.081712","0.081815","0.082009","0.081983","0.082424","0.083525","0.084925","0.085989","0.086315","0.08606699999999999","0.086051","0.08654500000000001","0.116896","0.116824","0.115181","0.113648","0.113551","0.114107","0.115174","0.116547","0.122917","0.123785","0.159604","0.158228","0.043768","0.04899","0.049313","0.049592","0.050245","0.050458","0.050272","0.050095"
"35","0.037899","0.038134","0.038583","0.03902","0.038468","0.038554000000000005","0.039055","0.040325","0.041709","0.042083","0.04143","0.040388","0.040639","0.040533","0.040665","0.041525","0.041492","0.041131","0.041061","0.041691000000000006","0.041481","0.040878","0.041572000000000005","0.042294","0.042456","0.042858","0.042675","0.032276","0.03243","0.033264","0.033917","0.034796","0.035486000000000004","0.035611000000000004","0.036249","0.03686","0.037516","0.03802","0.038437","0.038764","0.039142","0.040382","0.041725","0.062885","0.063472","0.06404299999999999","0.064688","0.065371","0.066104","0.067111","0.068162","0.073824","0.075472","0.050291","0.049694","0.01216","0.0127","0.012728","0.012786","0.013012","0.013222","0.013331","0.013505"
